tuple
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'All', 'All', 1, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Personal Residential - Mobile Homeowners', 49162, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Personal Residential - Mobile Homeowners - WIND ONLY', 49163, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Personal Residential - Primary Private Flood', 49164, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Personal Residential - Tenants', 49165, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Personal Residential - Tenants - WIND ONLY', 49166, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'All', 49167, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 49168, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 49169, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 49170, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Commercial Residential - Allied Lines (Condo Associations Only)', 49171, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 49172, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Commercial Residential - CMP (Condo Associations Only)', 49173, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Commercial Residential - CMP (Excl Condo Associations)', 49174, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 49175, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 49176, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Personal Residential - Allied Lines', 49177, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 49178, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Personal Residential - Condominium Unit Owners', 49179, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 49180, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Personal Residential - Dwelling/Fire', 49181, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 49182, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 49183, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Personal Residential - Excess Private Flood', 49184, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Personal Residential - Farmowners', 49185, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 49186, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 49187, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Personal Residential - Mobile Homeowners', 49188, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Personal Residential - Mobile Homeowners - WIND ONLY', 49189, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Personal Residential - Primary Private Flood', 49190, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Personal Residential - Tenants', 49191, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Santa Rosa', 'Personal Residential - Tenants - WIND ONLY', 49192, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'All', 49193, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 49194, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 49195, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 49196, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Commercial Residential - Allied Lines (Condo Associations Only)', 49197, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 49198, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Commercial Residential - CMP (Condo Associations Only)', 49199, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Commercial Residential - CMP (Excl Condo Associations)', 49200, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 49201, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 49202, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Personal Residential - Allied Lines', 49203, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 49204, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Personal Residential - Condominium Unit Owners', 49205, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 49206, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Personal Residential - Dwelling/Fire', 49207, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 49208, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 49209, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Personal Residential - Excess Private Flood', 49210, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Personal Residential - Farmowners', 49211, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 49212, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 49213, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Personal Residential - Mobile Homeowners', 49214, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Personal Residential - Mobile Homeowners - WIND ONLY', 49215, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Personal Residential - Primary Private Flood', 49216, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Personal Residential - Tenants', 49217, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sarasota', 'Personal Residential - Tenants - WIND ONLY', 49218, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'All', 49219, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 49220, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 49221, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 49222, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Commercial Residential - Allied Lines (Condo Associations Only)', 49223, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 49224, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Commercial Residential - CMP (Condo Associations Only)', 49225, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Commercial Residential - CMP (Excl Condo Associations)', 49226, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 49227, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 49228, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Personal Residential - Allied Lines', 49229, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 49230, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Personal Residential - Condominium Unit Owners', 49231, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 49232, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Personal Residential - Dwelling/Fire', 49233, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 49234, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 49235, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Personal Residential - Excess Private Flood', 49236, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Personal Residential - Farmowners', 49237, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 49238, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 49239, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Personal Residential - Mobile Homeowners', 49240, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Personal Residential - Mobile Homeowners - WIND ONLY', 49241, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Personal Residential - Primary Private Flood', 49242, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Personal Residential - Tenants', 49243, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Seminole', 'Personal Residential - Tenants - WIND ONLY', 49244, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'All', 49245, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 49246, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 49247, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 49248, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Commercial Residential - Allied Lines (Condo Associations Only)', 49249, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 49250, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Commercial Residential - CMP (Condo Associations Only)', 49251, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Commercial Residential - CMP (Excl Condo Associations)', 49252, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 49253, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 49254, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Personal Residential - Allied Lines', 49255, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 49256, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Personal Residential - Condominium Unit Owners', 49257, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 49258, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Personal Residential - Dwelling/Fire', 49259, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 49260, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 49261, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Personal Residential - Excess Private Flood', 49262, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Personal Residential - Farmowners', 49263, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 49264, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 49265, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Personal Residential - Mobile Homeowners', 49266, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Personal Residential - Mobile Homeowners - WIND ONLY', 49267, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Personal Residential - Primary Private Flood', 49268, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Personal Residential - Tenants', 49269, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Johns', 'Personal Residential - Tenants - WIND ONLY', 49270, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'All', 49271, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 49272, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 49273, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 49274, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Commercial Residential - Allied Lines (Condo Associations Only)', 49275, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 49276, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Commercial Residential - CMP (Condo Associations Only)', 49277, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Commercial Residential - CMP (Excl Condo Associations)', 49278, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 49279, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 49280, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Personal Residential - Allied Lines', 49281, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 49282, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Personal Residential - Condominium Unit Owners', 49283, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 49284, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Personal Residential - Dwelling/Fire', 49285, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 49286, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 49287, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Personal Residential - Excess Private Flood', 49288, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Personal Residential - Farmowners', 49289, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 49290, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 49291, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Personal Residential - Mobile Homeowners', 49292, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Personal Residential - Mobile Homeowners - WIND ONLY', 49293, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Personal Residential - Primary Private Flood', 49294, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Personal Residential - Tenants', 49295, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'St. Lucie', 'Personal Residential - Tenants - WIND ONLY', 49296, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'All', 49297, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 49298, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 49299, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 49300, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'Commercial Residential - Allied Lines (Condo Associations Only)', 49301, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 49302, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'Commercial Residential - CMP (Condo Associations Only)', 49303, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'Commercial Residential - CMP (Excl Condo Associations)', 49304, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 49305, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 49306, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'Personal Residential - Allied Lines', 49307, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 49308, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'Personal Residential - Condominium Unit Owners', 49309, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 49310, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'Personal Residential - Dwelling/Fire', 49311, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 49312, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 49313, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'Personal Residential - Excess Private Flood', 49314, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'Personal Residential - Farmowners', 49315, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 49316, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 49317, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'Personal Residential - Mobile Homeowners', 49318, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'Personal Residential - Mobile Homeowners - WIND ONLY', 49319, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Sumter', 'Personal Residential - Primary Private Flood', 49320, 10)"
